Key,Description,en,ko
ah94-quickFlight_mp_smallArms_b6,Text from a mission briefing.,"Summary
 Objectives
 - Destroy all targets at sites A and B
 - Perform recon in the high mountains
 Threats
 - Small arms fire
- MANPADS","요약
 목표
 - A, B 지점의 모든 표적 파괴
 - 고산 지대 정찰
 위협
 - 경화기 사격
- MANPADS(휴대용 지대공 미사일)"
ah94-quickFlight_mp_surpriseAttack_b0,Text from a mission briefing.,"For this mission, you will need to act quickly and quietly.

The enemy plans to launch several groups of aircraft from their base.

Your objective is to destroy all of these aircraft before they take off.","이번 임무는 신속하고 은밀하게 움직여야 합니다.

적이 기지에서 여러 항공기 편대를 출격시키려 하고 있습니다.

이 항공기들이 이륙하기 전에 모두 파괴하는 것이 목표입니다."
ah94-quickFlight_mp_surpriseAttack_b1,Text from a mission briefing.,"You will be taking off from a forward arming and refueling point (FARP) about 30 miles from the target.

Fly low and make your way to the to the airbase undetected.","목표 지점에서 약 30마일 떨어진 전방 무장 재보급 기지(FARP)에서 이륙합니다.

저공으로 비행하여 발각되지 않고 공군기지까지 접근하십시오."
ah94-quickFlight_mp_surpriseAttack_b2,Text from a mission briefing.,"A bomber is inbound to land at the airbase.  After it lands, the enemy fighters will begin to take off.  

You will have this window to strike while all aircraft are still on the ground.","폭격기 한 대가 공군기지에 착륙하기 위해 접근 중입니다. 폭격기가 착륙하면 적 전투기들이 이륙을 시작할 것입니다.

모든 항공기가 지상에 있는 이 짧은 시간이 공격 기회입니다."
ah94-quickFlight_mp_surpriseAttack_b3,Text from a mission briefing.,"Beware that if they spot you before you are ready to attack, they may launch preemptively to defend themselves.","공격 준비가 되기 전에 발각되면, 적이 스스로를 지키기 위해 선제적으로 이륙할 수 있으니 주의하십시오."
ah94-quickFlight_mp_surpriseAttack_b4,Text from a mission briefing.,"SUMMARY

Primary Targets:
- Landed aircraft

Threats:
- IR guided SAMs
- Small arms fire
- AAA","요약

주요 표적:
- 지상의 항공기

위협:
- 적외선 유도 지대공 미사일
- 경화기 사격
- 대공포"
ah94-quickFlight_mp_Target Practice_b0,Text from a mission briefing.,"Practice using the AH-94's weapons on various targets.

Targets will not shoot back so take your time to learn the equipment.

Check the objectives data to find targets.","다양한 표적을 상대로 AH-94의 무장 사용을 연습하십시오.

표적은 반격하지 않으니 천천히 장비를 익히십시오.

목표 데이터를 확인하여 표적을 찾으십시오."
:example1_name,Name of a mission.,Dangerous Transport,위험한 수송
:example1_description,Description of a mission.,Example AV-42C scenario.,AV-42C 예제 시나리오입니다.
AV-42C::example1:obj_0:name,A mission objective name,Pick-up,픽업
AV-42C::example1:obj_0:info,Mission objective info.,Pick up the soldiers at the waypoint.,경유지에서 병사들을 태우십시오.
AV-42C::example1:obj_1:name,A mission objective name,Drop Off,하차
AV-42C::example1:obj_1:info,Mission objective info.,Transport the soldiers to the objective waypoint.,병사들을 목표 경유지까지 수송하십시오.
AV-42C::example1:obj_2:name,A mission objective name,CAS,근접 항공 지원
AV-42C::example1:obj_2:info,Mission objective info.,Destroy the enemy units on the road towards our soldiers.,아군 병사들을 향해 오는 도로 위의 적 유닛을 파괴하십시오.
AV-42C::example1:obj_3:name,A mission objective name,RTB,귀환
AV-42C::example1:obj_3:info,Mission objective info.,Return to the carrier.,항공모함으로 귀환하십시오.
AV-42C::example1:obj_4:name,A mission objective name,Clear LZ,착륙 지대 정리
AV-42C::example1:obj_4:info,Mission objective info.,Destroy the units in the city by the landing zone.,착륙 지대 근처 도시의 적 유닛을 파괴하십시오.
:hmap2Test_name,Name of a mission.,Large Map Test,대형 지도 테스트
:hmap2Test_description,Description of a mission.,Strike enemy artillery. This mission is intended to test the performance of a large custom map.,적 포병을 타격하십시오. 이 임무는 대형 커스텀 지도의 성능을 테스트하기 위한 것입니다.
F/A-26B::hmap2Test:obj_0:name,A mission objective name,Patrol,초계
F/A-26B::hmap2Test:obj_0:info,Mission objective info.,"Form up with your air group and fly the patrol path, MSN-1",편대와 합류하여 초계 경로 MSN-1을 비행하십시오.
F/A-26B::hmap2Test:obj_1:name,A mission objective name,Strike,타격
F/A-26B::hmap2Test:obj_1:info,Mission objective info.,Destroy the five artillery vehicles.,포병 차량 5대를 파괴하십시오.
F/A-26B::hmap2Test:obj_2:name,A mission objective name,RTB,귀환
F/A-26B::hmap2Test:obj_2:info,Mission objective info.,Return to base.,기지로 귀환하십시오.
setting_Interactable Tooltips,The name of a game option.,Interactable Tooltips,상호작용 툴팁
settingDescription_Interactable Tooltips,The description of a game option.,Show names of interactable objects when hovering over them.,상호작용 가능한 물체에 손을 가져가면 이름을 표시합니다.
setting_Unit Icons,The name of a game option.,Unit Icons,유닛 아이콘
settingDescription_Unit Icons,The description of a game option.,Show team-colored icons on units.,유닛 위에 팀 색상 아이콘을 표시합니다.
setting_Body Physics,The name of a game option.,Body Physics,신체 물리
settingDescription_Body Physics,The description of a game option.,Pilot body is affected by g-forces. Nausea risk.,조종사의 신체가 중력가속도(G)의 영향을 받습니다. 멀미 주의.
setting_Experimental Wind,The name of a game option.,Experimental Wind,실험적 바람
settingDescription_Experimental Wind,The description of a game option.,EXPERIMENTAL: Dynamic wind up to 30 knots. Just a test!,실험적 기능: 최대 30노트의 동적인 바람이 붑니다. 테스트용 기능입니다!
setting_Tree Collisions,The name of a game option.,Tree Collisions,나무 충돌
settingDescription_Tree Collisions,The description of a game option.,Player vehicle can collide with trees.,플레이어 기체가 나무와 충돌할 수 있습니다.
setting_Tailhook Physics,The name of a game option.,Tailhook Physics,착함 후크 물리
settingDescription_Tailhook Physics,The description of a game option.,"Arrestor hook will collide with surface, bouncing and skipping slightly. Increased difficulty.",착함 후크가 지면과 부딪혀 살짝 튕기거나 미끄러질 수 있습니다. 난이도가 올라갑니다.
setting_Persistent S-Cam,The name of a game option.,Persistent S-Cam,관전 카메라 유지
settingDescription_Persistent S-Cam,The description of a game option.,"Start each mission with the spectator camera enabled, if it was enabled on the previous flight.",이전 비행에서 관전 카메라를 켰다면 다음 임무에서도 켠 상태로 시작합니다.
setting_Bobblehead,The name of a game option.,Bobblehead,보블헤드
settingDescription_Bobblehead,The description of a game option.,Show the BD bobblehead in the cockpit.,조종석에 BD 보블헤드 인형을 표시합니다.
setting_Thumbstick Mode,The name of a game option.,Thumbstick Mode,썸스틱 모드
settingDescription_Thumbstick Mode,The description of a game option.,Use controller thumbstick instead of touch-pad.,터치패드 대신 컨트롤러 썸스틱을 사용합니다.
setting_Thumb Control Rudder,The name of a game option.,Thumb Control Rudder,엄지 러더 조작
settingDescription_Thumb Control Rudder,The description of a game option.,Use throttle thumb control for rudder instead of joystick-twist.,조종간 비틀기 대신 스로틀의 엄지 컨트롤로 러더(방향타)를 조작합니다.
setting_Hardware Control Rudder,The name of a game option.,Hardware Control Rudder,하드웨어 러더 조작
settingDescription_Hardware Control Rudder,The description of a game option.,Use hardware (rudder pedals) for rudder. Overrides other settings.,하드웨어(러더 페달)로 러더를 조작합니다. 다른 설정보다 우선 적용됩니다.
setting_Toggle Grip,The name of a game option.,Toggle Grip,그립 고정
settingDescription_Toggle Grip,The description of a game option.,Allow toggling throttle/joystick grip by tapping grip button. Holding grip button still allows releasing after letting go.,그립 버튼을 짧게 눌러 스로틀/조종간 잡기를 고정할 수 있습니다. 그립 버튼을 계속 누르고 있다가 놓는 기존 방식도 그대로 사용할 수 있습니다.
setting_Flight Control Haptics,The name of a game option.,Flight Control Haptics,조종 장치 진동
settingDescription_Flight Control Haptics,The description of a game option.,Set the intensity of joystick/throttle haptic feedback.,조종간/스로틀 햅틱 피드백의 강도를 설정합니다.
setting_Hide FPV Helmet,The name of a game option.,Hide FPV Helmet,1인칭 헬멧 숨기기
settingDescription_Hide FPV Helmet,The description of a game option.,Don't show the pilot helmet from first person view.,1인칭 시점에서 조종사 헬멧을 표시하지 않습니다.
setting_Fullscreen NVG,The name of a game option.,Fullscreen NVG,전체 화면 야간투시경
settingDescription_Fullscreen NVG,The description of a game option.,Apply NVG effect to full field of view.,야간투시경 효과를 시야 전체에 적용합니다.
setting_Multi-Display Mode,The name of a game option.,Multi-Display Mode,다중 디스플레이 모드
settingDescription_Multi-Display Mode,The description of a game option.,Display spectator camera on the second display.,두 번째 디스플레이에 관전 카메라를 표시합니다.
setting_BGM Volume,The name of a game option.,BGM Volume,배경 음악 볼륨
settingDescription_BGM Volume,The description of a game option.,The volume of background music in menus and missions.,메뉴와 임무에서 나오는 배경 음악의 볼륨입니다.
setting_Voice Volume,The name of a game option.,Voice Volume,음성 볼륨
settingDescription_Voice Volume,The description of a game option.,The volume of incoming unfiltered voice chat.,수신되는 음성 채팅의 볼륨입니다.
setting_Skeleton Fingers,The name of a game option.,Skeleton Fingers,손가락 스켈레톤
settingDescription_Skeleton Fingers,The description of a game option.,Animate hand poses using SteamVR's skeleton poses feature. Recommended for Index controllers only.,SteamVR의 스켈레톤 포즈 기능으로 손 동작을 애니메이션합니다. 인덱스 컨트롤러에만 권장됩니다.
setting_Test Quicksave,The name of a game option.,Test Quicksave,빠른 저장 테스트
settingDescription_Test Quicksave,The description of a game option.,Opt-in to test the quicksave/load feature. Please report issues to developer.,빠른 저장/불러오기 기능 테스트에 참여합니다. 문제가 있으면 개발자에게 제보해 주십시오.
setting_Cloud Diagnostics,The name of a game option.,Cloud Diagnostics,클라우드 진단
settingDescription_Cloud Diagnostics,The description of a game option.,Opt-in to allow anonymous error reports to be automatically sent to the developer.,익명 오류 보고서가 개발자에게 자동 전송되도록 허용합니다.
setting_Persistent Seat Position,The name of a game option.,Persistent Seat Position,좌석 위치 유지
settingDescription_Persistent Seat Position,The description of a game option.,Attempt to recall the seated position when starting the game.,게임 시작 시 이전 좌석 위치를 불러옵니다.
pilotSelect_totalFlightTime,Title for label showing the player's total flight time.,Total Flight Time,총 비행 시간
pilotSelect_lastVehicle,Title for label showing the vehicle the player has most recently flown.,Last Vehicle,마지막 탑승 기체
setting_enabled,Label for an enabled option in settings UI,ON,켬
setting_disabled,Label for a disabled option in settings UI,OFF,끔
s_scenarios,,Scenarios,시나리오
s_campaigns,,Campaigns,캠페인
s_maps,,Maps,지도
err_LogSteam,Error message for workshop browser,Must be logged into Steam!,Steam에 로그인되어 있어야 합니다!
err_wsConnect,Error message for workshop browser,Failed to connect to Steam Workshop!,Steam 창작마당에 연결하지 못했습니다!
err_scenarioNotFound,Error message for workshop browser,Scenario not found!,시나리오를 찾을 수 없습니다!
err_version,Error message for workshop browser,Incompatible game version!,호환되지 않는 게임 버전입니다!
vehicleConfig_denyOverBudget,Denial message for vehicle configurator,OVER BUDGET,예산 초과
vehicleConfig_repairOverBudget,Denial message for vehicle configurator,Insufficient funds to repair.,수리할 자금이 부족합니다.
briefingUI_configure,Start button in mission briefing,Configure,설정
briefingUI_fly,Start button in mission briefing,Fly,출격
mfd_home,MFD home page button,Home,홈
env_morning,Environment setting,Morning,아침
env_day,Environment setting,Day,낮
env_night,Environment setting,Night,밤
credits_credits,Credits string,Credits,크레딧
credits_developer,Credits string,Developer,개발자
credits_programming,Credits string,Programming,프로그래밍
credits_modelling,Credits string,Modelling,모델링
credits_music,Credits string,Music,음악
credits_voices,Credits string,Voices,성우
credits_wingmen,Credits string,Wingmen,윙맨
credits_groundCrew,Credits string,Ground Crew,지상 요원
credits_awacs,Credits string,AWACS,AWACS
credits_atc,Credits string,,
credits_pvtTesting,Credits string,Private Testing Volunteers,비공개 테스트 자원자
credits_translation,Credits string,Translation,번역
credits_thanks,Credits string,"Special Thanks
to everyone participating in
the public_testing branch!","public_testing 브랜치에
참여해 주신 모든 분들께
감사드립니다!"
mission_completed,x completed.' end-mission entry.,completed.,완료.
mission_failed,x failed.' end-mission entry.,failed.,실패.
mission_hasReached,{unit} has reached {waypoint}' end-mission entry for protect objective.  Must contain {0} and {1} variable indices.,{0} has reached {1}.,{0}이(가) {1}에 도달했습니다.
mission_vehicleDestroyed,End-mission entry for when vehicle was destroyed.,Vehicle was destroyed.,기체가 파괴되었습니다.
mission_ejected,End-mission entry for when pilot ejects.,Pilot has ejected.,조종사가 비상 탈출했습니다.
mission_killedGForces,End-mission entry for when killed by g-forces,Killed by G-Forces,중력가속도(G)로 사망
mission_minimum,Short for 'minimum' in objective description with multiple targets.,Min:,최소:
mission_targetDestroyed,Reason for failing a Join mission (target waypoint unit was killed),target destroyed,목표가 파괴됨
mission_failedToDefend,Reason for failing a Protect objective. Must contain variable index {0},Failed to defend {0},{0}을(를) 방어하지 못했습니다.
s_endMission_minsAgo,Label for quickload button 'minutes ago' in end-mission display 'Quick Load (x mins ago)',mins ago,분 전
av42c_tutorials:tut_av42c_agm:-950955607,Text from a tutorial.,Welcome to the air-to-ground missile tutorial!,공대지 미사일 튜토리얼에 오신 것을 환영합니다!
av42c_tutorials:tut_av42c_agm:-628587264,Text from a tutorial.,Air-to-ground missiles (AGM) are useful for precisely hitting light to medium armored ground targets,공대지 미사일(AGM)은 경장갑에서 중장갑까지의 지상 목표를 정밀 타격하는 데 유용합니다.
av42c_tutorials:tut_av42c_agm:900650531,Text from a tutorial.,Open TGP,TGP 페이지를 여십시오.
av42c_tutorials:tut_av42c_agm:1129220644,Text from a tutorial.,Power On,전원을 켜십시오.
av42c_tutorials:tut_av42c_agm:-825542407,Text from a tutorial.,You will use the TGP to designate targets for the AGMs,TGP(조준 포드)를 사용해 AGM의 목표를 지정하게 됩니다.
av42c_tutorials:tut_av42c_agm:40209151,Text from a tutorial.,Arm weapons,무장을 활성화하십시오.
av42c_tutorials:tut_av42c_agm:-1923603361,Text from a tutorial.,Switch to AGM-114,AGM-114로 전환하십시오.
av42c_tutorials:tut_av42c_agm:-1227908506,Text from a tutorial.,"These are small, laser-guided, anti-tank missiles",소형 레이저 유도 대전차 미사일입니다.
av42c_tutorials:tut_av42c_agm:-355933041,Text from a tutorial.,"Since they home in on the laser point emitted by your TGP, you must maintain line of sight to the target until it hits","TGP에서 조사하는 레이저 지점을 따라 유도되므로, 명중할 때까지 목표에 대한 시선을 유지해야 합니다."
av42c_tutorials:tut_av42c_agm:50344960,Text from a tutorial.,"To fire it, designate a target using the TGP, point your aircraft at the target until the missile locks on, then pull the trigger to fire","발사하려면 TGP로 목표를 지정하고, 미사일이 록온될 때까지 기수를 목표 쪽으로 향한 뒤 방아쇠를 당겨 발사하십시오."
av42c_tutorials:tut_av42c_agm:-1360693668,Text from a tutorial.,"You can also switch the missile seeker's uncage mode to MANUAL, which will allow you to fire at targets off boresight",미사일 시커의 잠금 해제 모드를 MANUAL(수동)로 전환하면 조준선을 벗어난 목표에도 발사할 수 있습니다.
av42c_tutorials:tut_av42c_agm:-1503618759,Text from a tutorial.,"In MANUAL mode, you hold the trigger to uncage the seeker, then press the weapon switch button to fire","수동 모드에서는 방아쇠를 계속 눌러 시커 잠금을 해제한 뒤, 무장 전환 버튼을 눌러 발사합니다."
av42c_tutorials:tut_av42c_agm:1042911135,Text from a tutorial.,Try shooting the targets around the mission waypoint using the AGM-114,AGM-114로 임무 경유지 주변의 목표를 쏴 보십시오.
av42c_tutorials:tut_av42c_agm:1384660116,Text from a tutorial.,"Remember, you need to maintain line of sight with your TGP in order to guide the missile to the target",미사일을 목표까지 유도하려면 TGP의 시선을 유지해야 한다는 점을 기억하십시오.
av42c_tutorials:tut_av42c_agm:1453428147,Text from a tutorial.,Great! Now switch to the AGM-65,잘하셨습니다! 이제 AGM-65로 전환하십시오.
av42c_tutorials:tut_av42c_agm:-1735708293,Text from a tutorial.,"This is a larger, slightly heavier hitting anti-tank missile with a more advanced optical seeker","이것은 더 크고 위력이 조금 더 강한 대전차 미사일로, 한층 발전된 광학 시커를 갖추고 있습니다."
av42c_tutorials:tut_av42c_agm:-2052818574,Text from a tutorial.,"With this type of missile, you do not need to maintain a lock on the target after you fire at it",이 유형의 미사일은 발사 후에 목표에 대한 조준 고정을 유지할 필요가 없습니다.
av42c_tutorials:tut_av42c_agm:798779502,Text from a tutorial.,"The fire-and-forget capability allows you to fire at multiple targets in one pass, or take cover after firing",발사 후 알아서 유도되는 '발사 후 망각' 능력 덕분에 한 번의 진입으로 여러 목표를 공격하거나 발사 직후 엄폐할 수 있습니다.
av42c_tutorials:tut_av42c_agm:256667487,Text from a tutorial.,Try taking down the targets at the next waypoint and practice taking advantage of the fire-and-forget capability,다음 경유지에서 목표를 공격하며 발사 후 망각 능력을 활용하는 연습을 해 보십시오.
av42c_tutorials:tut_av42c_agm:-568562802,Text from a tutorial.,Nice shooting!  This concludes the air-to-ground missile tutorial,명중입니다! 이것으로 공대지 미사일 튜토리얼을 마칩니다.
fa26b_tutorials:tut_26_radar:-1152007029,Text from a tutorial.,Welcome to the Radar tutorial for the F/A-26,F/A-26 레이더 튜토리얼에 오신 것을 환영합니다.
fa26b_tutorials:tut_26_radar:-1256886870,Text from a tutorial.,"Today, you will learn how to use the radar to find and track other aircraft, as well as designate targets for air to air missiles","오늘은 레이더로 다른 항공기를 탐지·추적하고, 공대공 미사일의 목표를 지정하는 방법을 배웁니다."
fa26b_tutorials:tut_26_radar:12089749,Text from a tutorial.,Open the RADAR MFD page,RADAR MFD 페이지를 여십시오.
fa26b_tutorials:tut_26_radar:-1499035627,Text from a tutorial.,Turn ON the radar,레이더를 켜십시오.
fa26b_tutorials:tut_26_radar:168404510,Text from a tutorial.,The display shows you a compressed representation of the radar's 120 degree field of view,디스플레이에는 레이더의 120도 시야가 압축되어 표시됩니다.
fa26b_tutorials:tut_26_radar:-1576442623,Text from a tutorial.,The displayed range can be adjusted using the R+ and R- buttons,표시 거리는 R+ 버튼과 R- 버튼으로 조절할 수 있습니다.
fa26b_tutorials:tut_26_radar:1184134746,Text from a tutorial.,Press R+ repeatedly until the display is at max range,표시 거리가 최대가 될 때까지 R+ 버튼을 반복해서 누르십시오.
fa26b_tutorials:tut_26_radar:636060045,Text from a tutorial.,"As the radar sweeps over other aircraft, they will be displayed as blue icons for friends and orange icons for foes","레이더가 다른 항공기를 훑고 지나가면 아군은 파란색, 적군은 주황색 아이콘으로 표시됩니다."
fa26b_tutorials:tut_26_radar:566777240,Text from a tutorial.,The left/right SCAN ANGLE can also be adjusted to allow the radar to scan more rapidly but in a smaller slice of the sky,SCAN ANGLE(좌우 탐색 각도)을 조절하면 더 좁은 범위의 하늘을 더 빠르게 훑도록 할 수 있습니다.
fa26b_tutorials:tut_26_radar:-1341204802,Text from a tutorial.,Set the radar as SOI,레이더를 SOI(조작 대상 센서)로 설정하십시오.
fa26b_tutorials:tut_26_radar:-103120712,Text from a tutorial.,"Now, you can slew the target designator using the joystick's thumb control",이제 조종간의 엄지 컨트롤로 목표 지정 커서를 움직일 수 있습니다.
fa26b_tutorials:tut_26_radar:1284478201,Text from a tutorial.,"Slew the designator over a contact, and press in on the center of the thumb control to start tracking it",커서를 표적 위로 옮기고 엄지 컨트롤 가운데를 눌러 추적을 시작하십시오.
fa26b_tutorials:tut_26_radar:-694142307,Text from a tutorial.,You can track up to 4 contacts while still being able to scan the rest of the sky,나머지 하늘을 계속 탐색하면서 최대 4개의 표적을 추적할 수 있습니다.
fa26b_tutorials:tut_26_radar:-1026100394,Text from a tutorial.,"They will appear as small circle on your HUD, along with their corresponding number",추적 중인 표적은 HUD에 해당 번호와 함께 작은 원으로 표시됩니다.
fa26b_tutorials:tut_26_radar:-813131710,Text from a tutorial.,"In order to lock a target for weapons, click on a track again using the designator, or press the numbered MFD button on the left","무장을 위해 목표를 조준 고정하려면, 커서로 추적 표적을 다시 클릭하거나 왼쪽의 번호가 붙은 MFD 버튼을 누르십시오."
fa26b_tutorials:tut_26_radar:2035875223,Text from a tutorial.,"While a target is locked, the other tracks will continue to be displayed, but the radar will not be able to scan for new targets","목표가 고정된 동안 다른 추적 표적은 계속 표시되지만, 레이더가 새 표적을 탐색할 수는 없습니다."
fa26b_tutorials:tut_26_radar:-153465804,Text from a tutorial.,"Information about the locked target's bearing, range, altitude, airspeed, and aircraft type will appear on the bottom right of the display","고정된 목표의 방위, 거리, 고도, 속도, 기종 정보가 디스플레이 오른쪽 아래에 표시됩니다."
fa26b_tutorials:tut_26_radar:2097160122,Text from a tutorial.,"Use the UNLCK button to unlock the target, and the CLR button to clear the tracks","UNLCK 버튼으로 목표 고정을 해제하고, CLR 버튼으로 추적 목록을 지울 수 있습니다."
fa26b_tutorials:tut_26_radar:-157117776,Text from a tutorial.,"For close in engagements, the radar can be switched to boresight mode using the MODE button",근접 교전 시에는 MODE 버튼으로 레이더를 보어사이트(정면 조준) 모드로 전환할 수 있습니다.
fa26b_tutorials:tut_26_radar:-116489118,Text from a tutorial.,"In this mode, the radar will point straight forward and lock onto the first contact it sees","이 모드에서 레이더는 정면을 향하며, 처음 포착한 표적을 즉시 조준 고정합니다."
fa26b_tutorials:tut_26_radar:1921067602,Text from a tutorial.,"If the radar is SOI, you can press the joystick thumb control to quickly unlock and find a new target",레이더가 SOI일 때 조종간 엄지 컨트롤을 누르면 빠르게 고정을 해제하고 새 목표를 찾을 수 있습니다.
fa26b_tutorials:tut_26_radar:-2128388179,Text from a tutorial.,"Now for some weapons practice. Go back to scan mode and find, track, and lock the enemy aircraft.",이제 무장 연습을 해 보겠습니다. 탐색 모드로 돌아가 적기를 찾아 추적하고 조준 고정하십시오.
fa26b_tutorials:tut_26_radar:-110964317,Text from a tutorial.,Good. Now arm your weapon system and switch to the AIM-120,좋습니다. 이제 무장을 활성화하고 AIM-120으로 전환하십시오.
fa26b_tutorials:tut_26_radar:1861317894,Text from a tutorial.,"On the HUD, the locked target will appear as a small square.  The small dot is the shot lead cue",HUD에서 고정된 목표는 작은 사각형으로 표시됩니다. 작은 점은 예상 요격점(리드 큐)입니다.
fa26b_tutorials:tut_26_radar:1404162479,Text from a tutorial.,"When firing air to air missiles, aim for the lead cue to help the missile conserve energy as it steers toward the target","공대공 미사일을 발사할 때 리드 큐를 향해 조준하면, 미사일이 목표를 향해 기동하면서 에너지를 아낄 수 있습니다."
fa26b_tutorials:tut_26_radar:1341649093,Text from a tutorial.,The DLZ is displayed on the right side of the HUD. The missile should be fired when the target chevron lies between the min and max marks,DLZ(동적 발사 구역)는 HUD 오른쪽에 표시됩니다. 목표 화살표가 최소·최대 표시 사이에 있을 때 미사일을 발사해야 합니다.
fa26b_tutorials:tut_26_radar:731572550,Text from a tutorial.,Try shooting down the target.,목표를 격추해 보십시오.
fa26b_tutorials:tut_26_radar:-1955766950,Text from a tutorial.,Splash!  Good kill!,명중! 훌륭한 격추입니다!
fa26b_tutorials:tut_26_radar:1669702430,Text from a tutorial.,"By tracking multiple contacts, you can fire up to 4 AIM-120s on separate targets as long as you maintain line of sight with each of them","여러 표적을 추적하면, 각 표적에 대한 시선을 유지하는 한 최대 4발의 AIM-120을 서로 다른 목표에 발사할 수 있습니다."
fa26b_tutorials:tut_26_radar:1356151209,Text from a tutorial.,"When the AIM-120's time to impact counter displays the letter M, it has switched to active homing and you no longer need to track it.","AIM-120의 명중 예상 시간 카운터에 문자 M이 표시되면 능동 유도로 전환된 것이며, 더 이상 추적을 유지할 필요가 없습니다."
fa26b_tutorials:tut_26_radar:-1605626095,Text from a tutorial.,"Now, try shooting down the rest of the enemy air targets.",이제 나머지 적 공중 목표를 격추해 보십시오.
fa26b_tutorials:tut_26_radar:797323745,Text from a tutorial.,Good job!,잘하셨습니다!
fa26b_tutorials:tut_26_sead:-1145857779,Text from a tutorial.,Out of missiles!  You hit some of the targets though!,미사일이 다 떨어졌습니다! 그래도 일부 목표는 맞혔습니다!
fa26b_tutorials:tut_26_sead:-2102549622,Text from a tutorial.,Out of missiles!  You didn't hit anything.  Want to try again?,미사일이 다 떨어졌습니다! 하나도 맞히지 못했습니다. 다시 해 보시겠습니까?
fa26b_tutorials:tut_26_sead:-292426932,Text from a tutorial.,Welcome to the SEAD tutorial!,SEAD 튜토리얼에 오신 것을 환영합니다!
fa26b_tutorials:tut_26_sead:47968318,Text from a tutorial.,SEAD stands for Suppression of Enemy Air Defenses,SEAD는 적 방공망 제압(Suppression of Enemy Air Defenses)의 약자입니다.
fa26b_tutorials:tut_26_sead:353600754,Text from a tutorial.,You will use a combination of radar detecting sensors and special weapons to disable SAM sites,레이더 탐지 센서와 특수 무장을 조합하여 지대공 미사일(SAM) 기지를 무력화하게 됩니다.
fa26b_tutorials:tut_26_sead:273442107,Text from a tutorial.,"When a radar is searching for aircraft, it emits a signal that can be detected by your RWR","레이더가 항공기를 수색할 때는 신호를 방출하는데, 이 신호를 RWR(레이더 경보 수신기)로 탐지할 수 있습니다."
fa26b_tutorials:tut_26_sead:-1573979731,Text from a tutorial.,"The radar type, bearing, and approximate range is shown on the RWR display, relative to your position in the center","RWR 디스플레이에는 중앙의 내 위치를 기준으로 레이더의 종류, 방위, 대략적인 거리가 표시됩니다."
fa26b_tutorials:tut_26_sead:-641250893,Text from a tutorial.,Open the Anti-Radar Attack Display (ARAD),ARAD(대레이더 공격 디스플레이)를 여십시오.
fa26b_tutorials:tut_26_sead:516981631,Text from a tutorial.,"This display shows the same information gathered by the RWR, but allows you to select targets for ARMs","이 디스플레이는 RWR과 같은 정보를 보여 주면서, 대레이더 미사일(ARM)의 목표를 선택할 수 있게 해 줍니다."
fa26b_tutorials:tut_26_sead:229689139,Text from a tutorial.,You can also set radar sources to be displayed as diamonds in the HUD,레이더 발신원이 HUD에 다이아몬드 모양으로 표시되도록 설정할 수도 있습니다.
fa26b_tutorials:tut_26_sead:-1327892664,Text from a tutorial.,"When you lower the AR visor, you'll be able to see all of the targets around you for better situational awareness",AR 바이저를 내리면 주변의 모든 목표가 표시되어 상황 인식에 도움이 됩니다.
fa26b_tutorials:tut_26_sead:-1448861686,Text from a tutorial.,Set the ARAD as SOI,ARAD를 SOI로 설정하십시오.
fa26b_tutorials:tut_26_sead:-842613568,Text from a tutorial.,Now you can use your joystick thumb control to slew the targeting cursor,이제 조종간의 엄지 컨트롤로 조준 커서를 움직일 수 있습니다.
fa26b_tutorials:tut_26_sead:-451981482,Text from a tutorial.,"Slew the cursor onto the enemy radar, then press in on the thumb control to set the target","커서를 적 레이더 위로 옮긴 뒤, 엄지 컨트롤을 눌러 목표를 설정하십시오."
fa26b_tutorials:tut_26_sead:588166704,Text from a tutorial.,A square will appear on the selected target in both the MFD and the HUD,선택한 목표 위에 MFD와 HUD 양쪽으로 사각형이 나타납니다.
fa26b_tutorials:tut_26_sead:60198174,Text from a tutorial.,Now arm the weapon system,이제 무장을 활성화하십시오.
fa26b_tutorials:tut_26_sead:63223606,Text from a tutorial.,Switch to the AGM-88,AGM-88로 전환하십시오.
fa26b_tutorials:tut_26_sead:54082973,Text from a tutorial.,"This is a high speed, fire-and-forget anti-radiation missile (ARM)",발사 후 알아서 유도되는(발사 후 망각) 고속 대레이더 미사일(ARM)입니다.
fa26b_tutorials:tut_26_sead:-1408042184,Text from a tutorial.,"When fired, it will home in on the radar source designated in the ARAD",발사하면 ARAD에서 지정한 레이더 발신원을 향해 유도됩니다.
fa26b_tutorials:tut_26_sead:-686456908,Text from a tutorial.,"Once you have a target selected, all you need to do is fly toward the target, and fire once the missile is in range","목표를 선택한 뒤에는 목표를 향해 비행하다가, 미사일이 사거리 안에 들어오면 발사하기만 하면 됩니다."
fa26b_tutorials:tut_26_sead:-1438673069,Text from a tutorial.,Try taking out the SAM radars using the AGM-88,AGM-88로 SAM 레이더들을 제거해 보십시오.
fa26b_tutorials:tut_26_sead:951869715,Text from a tutorial.,Great!  This is the end of the SEAD tutorial.,훌륭합니다! 이것으로 SEAD 튜토리얼을 마칩니다.
ah94-tutorials:ah94tut_intro:19422556,Text from a tutorial.,Welcome to the AH-94 Attack Helicopter,AH-94 공격 헬리콥터에 오신 것을 환영합니다.
