Key,Description,en,korean
AV-42C:ah94-mpMissions:ah94_mp1:obj_4:name,A mission objective name,Escort Bravo,브라보 호위
AV-42C:ah94-mpMissions:ah94_mp1:obj_4:info,Mission objective info.,Escort special forces unit Bravo to extract the civillians.,특수부대 브라보를 호위하여 민간인을 구출합니다.
AV-42C:ah94-mpMissions:ah94_mp1:obj_6:name,A mission objective name,Armored Units,기갑 부대
AV-42C:ah94-mpMissions:ah94_mp1:obj_6:info,Mission objective info.,Destroy the armored units moving up the road towards our base.,아군 기지로 가는 길을 따라 올라가는 기갑 부대를 파괴하십시오.
AV-42C:ah94-mpMissions:ah94_mp1:obj_7:name,A mission objective name,RTB,귀환
AV-42C:ah94-mpMissions:ah94_mp1:obj_7:info,Mission objective info.,Return to base.,기지로 귀환하십시오.
ah94-mpMissions:ah94_mp2_coast_name,Name of a mission.,Midnight Assassin,한밤 중의 암살자
ah94-mpMissions:ah94_mp2_coast_description,Description of a mission.,Assassinate the elusive dictators.,찾기 힘든 독재자들을 암살하십시오.
AV-42C:ah94-mpMissions:ah94_mp2_coast:obj_0:name,A mission objective name,Assassinate,암살
AV-42C:ah94-mpMissions:ah94_mp2_coast:obj_0:info,Mission objective info.,Destroy the 3 APCs carrying the enemy dictators.,적 독재자를 태운 3대의 APC를 파괴하십시오.
AV-42C:ah94-mpMissions:ah94_mp2_coast:obj_1:name,A mission objective name,Artillery Trucks,포병 트럭
AV-42C:ah94-mpMissions:ah94_mp2_coast:obj_1:info,Mission objective info.,Find and destroy rocket artillery trucks.,로켓포 트럭을 찾아 파괴하십시오.
AV-42C:ah94-mpMissions:ah94_mp2_coast:obj_2:name,A mission objective name,Artillery Boats,포병정
AV-42C:ah94-mpMissions:ah94_mp2_coast:obj_2:info,Mission objective info.,,
ah94-mpMissions_ah94_mp1_b0,Text from a mission briefing.,"The city has been overrun by the enemy. They've taken complete control and have set up a makeshift HQ at the city center.

Most of the civillians have been evacuated, however a small group is trapped in one of the industrial buildings.","도시가 적에게 점령당했습니다. 그들은 완전한 통제를 획득하고 도심 중심부에 임시 본부를 설치했습니다.

대부분의 시민들은 대피했지만 일부 시민들은 산업용 건물 중 하나에 갇혀 있습니다."
ah94-mpMissions_ah94_mp1_b1,Text from a mission briefing.,"Our main goal today is to get those civillians to safety, but there are a few steps we need to take in order to do that.",주요 목표는 시민들을 안전한 장소로 이송하는 것입니다. 하지만 그러기 위해선 몇 가지 절차가 필요합니다.
ah94-mpMissions_ah94_mp1_b2,Text from a mission briefing.,"A pair enemy ground attack aircraft are patrolling the area.  They need to be destroyed before we can begin the rescue operation.

We would send in fighters to take care of them but the enemy have strong air defenses.","적 지상 공격 항공기 한 쌍이 지역을 순찰하고 있습니다. 구조 작전을 시작하기 전에 이들을 파괴해야 합니다.

전투기를 파견하여 처치하고 싶지만 적이 강력한 대공 방어를 가지고 있습니다."
ah94-mpMissions_ah94_mp1_b3,Text from a mission briefing.,"This is where you will begin.

Destroy the MAD-4 units around the city, as well as the long range anti-air missile systems on the ships parked off the coast.

This will allow us to send the fighters to gain air superiority.","당신이 그걸 처리해야 합니다.

도시 주변의 MAD-4 유닛과 해안에 정박된 함선의 장거리 대공 미사일 시스템을 파괴하세요.

이렇게 하면 우리가 전투기를 파견하여 공중 우위를 확보할 수 있을 것입니다."
ah94-mpMissions_ah94_mp1_b4,Text from a mission briefing.,"Once the air defenses and air patrol are destroyed, special forces unit Bravo will enter the city by road vehicles.

You will need to provide close air support and clear their way through the city streets.","공중 방어 및 공중 순찰이 파괴되면 특수 부대 브라보는 도로 차량을 통해 도시에 진입할 겁니다.

거리를 통과할수 있게 근접 공중 지원을 제공 하십시오."
ah94-mpMissions_ah94_mp1_b5,Text from a mission briefing.,"Finally, while we have you on station and are maintaining air superiority, we need you to find the HQ that the enemy has set up downtown.  They are storing valuable supplies and equipment there, so destroy everything you find.",마지막으로 공중 우위를 유지하는 동안 적이 도심에 설치한 본부를 찾아야 합니다. 그곳에는 가치 있는 공급품과 장비가 저장되어 있으므로 모든 것을 파괴하세요.
ah94-mpMissions_ah94_mp1_b6,Text from a mission briefing.,"SUMMARY
Objectives
1. SEAD (MAD-4 and ship SAMs)
 2. Destroy enemy aircraft (with help)
 3. Escort Bravo on rescue mission
 4. Find and destroy assets at enemy HQ
Threats
- SAMs, infantry, attack aircraft","요약
임무
 1. 방공망 제압 (MAD-4 그리고 함선 SAMs)
 2. 적 항공기 파괴 (아군 자원)
 3. 구조 임무를 위해 브라보 호송
 4. 적 본부의 자산 찾아 파괴 위협
위협
 - 지대공 미사일, 보병, 공격기"
ah94-mpMissions_ah94_mp2_coast_b0,Text from a mission briefing.,"Tonight, we're taking on a daring but crucial mission.

It's time to stop enemy's reign of terror.

We'll be launching from the carrier at midnight.","오늘 밤, 우리는 대담하지만 중요한 미션에 참여합니다.

적의 테러 통치를 막을 때입니다.

우리는 자정에 모함에서 출격할 것입니다."
ah94-mpMissions_ah94_mp2_coast_b1,Text from a mission briefing.,"The enemy leaders have been highly elusive, but thanks to our network of informants, we have intel that all of the top officials will be in Pike City to oversee an inspection of 5 new warships.","적 지도자들은 매우 교묘했지만, 우리의 정보원 네트워크 덕분에 상위 관리자들이 5척의 새 전함을 점검하기 위해 파이크 시티에 모일 것이라는 정보를 입수했습니다."
ah94-mpMissions_ah94_mp2_coast_b2,Text from a mission briefing.,"The city, and the harbor especially, are heavily defended, but we can't pass up this opportunity.

Move towards the harbor, delaying detection as long as possible.  The moment they know we're here, the leaders will attempt to flee the city.","도시와 특히 항구가 강력하게 방어되어 있지만, 이 기회를 놓칠 수 없습니다.

항구 쪽으로 이동하되 최대한 감지를 피하세요. 우리가 여기에 있다는 사실이 알려지는 순간, 지도자들은 도시를 빠져나갈려고 할겁니다."
ah94-mpMissions_ah94_mp2_coast_b3,Text from a mission briefing.,"The primary objective is to assassinate the leaders, who will be riding in 3 armored personnel carriers (APCs).",주요 목표는 3대의 장갑 차량(APC)을 타고 다니는 지도자들을 암살하는 것입니다.
ah94-mpMissions_ah94_mp2_coast_b4,Text from a mission briefing.,"We are also aware that mobile artillery units, both land and sea, are ready to deploy when provoked, so we must find them and destroy them before they can fire on our ships.",또한 육지 및 바다에 기동 포대가 즉각 전개 준비가 되어 있습니다. 우리 선박을 전머 공격할수 있기 전에 그들을 먼저 찾아서 파괴해야 합니다.
ah94-mpMissions_ah94_mp2_coast_b5,Text from a mission briefing.,"Find and assassinate the leaders, destroy the artillery boats and trucks, then return to the carrier.","지도자들을 찾아 암살하고, 포격함과 트럭을 파괴한 다음, 항모로 돌아와 주세요."
campaign_ah94-quickFlight_mp_name,Name of a campaign.,AH-94 Quick Flight,AH-94 빠른 비행
campaign_ah94-quickFlight_mp_description,Description of a campaign.,Quick flights and missions for the AH-94 Attack Helicopter.,AH-94 공격 헬리콥터 바른 비행과 임무.
ah94-quickFlight_mp:ah94_4v4pvp_name,Name of a mission.,AH-94 Deathmatch 4v4,AH-94 데스매치 4v4
ah94-quickFlight_mp:ah94_4v4pvp_description,Description of a mission.,Four AH-94s (8 pilots total) per team.,팀당 AH-94 4대 (파일럿 8명)이 배치됩니다
AH-94:ah94-quickFlight_mp:ah94_4v4pvp:obj_0:name,A mission objective name,24 Deaths Loses,24번의 사망시 패배
AH-94:ah94-quickFlight_mp:ah94_4v4pvp:obj_0:info,Mission objective info.,First team to 24 deaths loses.,가장 먼저 24명의 사망자를 낸 팀은 패배합니다.
ah94-quickFlight_mp:ah94_mpFreeFlight_name,Name of a mission.,AH-94 Free Flight,AH-94 자유 비행
ah94-quickFlight_mp:ah94_mpFreeFlight_description,Description of a mission.,"16 pilots, 8 choppers, 0 objectives.",파일럿 16명. 헬리콥터 8대. 임무 없음.
ah94-quickFlight_mp:arcticAssault_name,Name of a mission.,Arctic Assault,북극 공격
ah94-quickFlight_mp:arcticAssault_description,Description of a mission.,Scout targets for artillery and destroy anything that remains.,목표를 수색하여 포병과 잔존 병력들을 파괴하세요
AH-94:ah94-quickFlight_mp:arcticAssault:obj_0:name,A mission objective name,Artillery Targets,포병 목표물
AH-94:ah94-quickFlight_mp:arcticAssault:obj_0:info,Mission objective info.,Destroy any remaining targets at the waypoint.,경유지에 남아있는 모든 목표를 파괴하세요
AH-94:ah94-quickFlight_mp:arcticAssault:obj_1:name,A mission objective name,Armored Targets,기갑 목표물
AH-94:ah94-quickFlight_mp:arcticAssault:obj_1:info,Mission objective info.,Destroy the armored group moving towards our troops.,아군 병력을 향해 움직이는 기갑 부대를 파괴하세요
AH-94:ah94-quickFlight_mp:arcticAssault:obj_2:name,A mission objective name,Find Targets,목표 수색
AH-94:ah94-quickFlight_mp:arcticAssault:obj_2:info,Mission objective info.,Pinpoint the location of targets at the waypoint.,경유지에 있는 목표를 찾으세요
AH-94:ah94-quickFlight_mp:arcticAssault:obj_3:name,A mission objective name,Destroy Targets,목표 파괴
AH-94:ah94-quickFlight_mp:arcticAssault:obj_3:info,Mission objective info.,Destroy the targets you found. Artillery will assist.,찾은 목표를 파괴하세요. 포병이 지원 해줄겁니다.
AH-94:ah94-quickFlight_mp:arcticAssault:obj_4:name,A mission objective name,Destroy MAD-4,MAD-4를 파괴하세요
AH-94:ah94-quickFlight_mp:arcticAssault:obj_4:info,Mission objective info.,Destroy enemy air defenses to allow bombers to pass.,적의 대공 방어 병력을 파괴해서 아군 폭격기가 지나갈수 있게 하세요
AH-94:ah94-quickFlight_mp:arcticAssault:obj_5:name,A mission objective name,RTB,기지 귀환
AH-94:ah94-quickFlight_mp:arcticAssault:obj_5:info,Mission objective info.,Return to the FARP.,전방 기지로 귀환하세요
ah94-quickFlight_mp:flightPractice_name,Name of a mission.,Flight Practice,비행 연습
ah94-quickFlight_mp:flightPractice_description,Description of a mission.,"Practice take off, flight, and landing in various locations.","이륙, 비행 그리고 다양한 장소에 착륙 연습을 합니다"
AH-94:ah94-quickFlight_mp:flightPractice:obj_0:name,A mission objective name,Take Off,이륙
AH-94:ah94-quickFlight_mp:flightPractice:obj_0:info,Mission objective info.,Take off to 50ft.,50ft까지 이륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_1:name,A mission objective name,Land Pad 1,1번 패드에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_1:info,Mission objective info.,Land on the same pad you took off from.,처음 이륙했던 패드에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_2:name,A mission objective name,Short Hop,근거리 이동
AH-94:ah94-quickFlight_mp:flightPractice:obj_2:info,Mission objective info.,Land on Pad 2,2번 패드에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_3:name,A mission objective name,Medium Hop,중거리 이동
AH-94:ah94-quickFlight_mp:flightPractice:obj_3:info,Mission objective info.,Slight turn to Pad 3,3번 패드에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_4:name,A mission objective name,Long Hop,원거리 이동
AH-94:ah94-quickFlight_mp:flightPractice:obj_4:info,Mission objective info.,Long hop to pad 4.  Small pad!,4번 패드에 착륙하세요. 패드가 작습니다!
AH-94:ah94-quickFlight_mp:flightPractice:obj_5:name,A mission objective name,Tight Spot,좁은 길목
AH-94:ah94-quickFlight_mp:flightPractice:obj_5:info,Mission objective info.,Land on the pad between the buildings.,두 건물 사이에 있는 패드에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_6:name,A mission objective name,Rooftop 1,옥상 1
AH-94:ah94-quickFlight_mp:flightPractice:obj_6:info,Mission objective info.,Land on the rooftop.,옥상에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_7:name,A mission objective name,Rooftop 2,옥상 2
AH-94:ah94-quickFlight_mp:flightPractice:obj_7:info,Mission objective info.,Land on the rooftop 2.,두번째 옥상에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_8:name,A mission objective name,Dock Pad,선박 패드
AH-94:ah94-quickFlight_mp:flightPractice:obj_8:info,Mission objective info.,,
AH-94:ah94-quickFlight_mp:flightPractice:obj_9:name,A mission objective name,Cross Country,크로스 컨트리
AH-94:ah94-quickFlight_mp:flightPractice:obj_9:info,Mission objective info.,Land on the rooftop in the next city.,다음 도시에서 옥상에 착륙하세요
AH-94:ah94-quickFlight_mp:flightPractice:obj_10:name,A mission objective name,Cruiser,순양함
AH-94:ah94-quickFlight_mp:flightPractice:obj_10:info,Mission objective info.,Land on the cruiser deck.,순양항 갑판에 착륙하세요
ah94-quickFlight_mp:smallArms_name,Name of a mission.,Small Arms,경무장
ah94-quickFlight_mp:smallArms_description,Description of a mission.,Attack lightly defended enemy encampments.,경무장한 적군 야영지를 공격하세요
AH-94:ah94-quickFlight_mp:smallArms:obj_0:name,A mission objective name,Target Outpost A,목표 전초기지 A
AH-94:ah94-quickFlight_mp:smallArms:obj_0:info,Mission objective info.,Destroy all units at the waypoint.,경유지에 있는 모든 유닛을 파괴하세요.
AH-94:ah94-quickFlight_mp:smallArms:obj_1:name,A mission objective name,Target Outpost B,목표 전초기지 B
AH-94:ah94-quickFlight_mp:smallArms:obj_1:info,Mission objective info.,Destroy all units at the waypoint.,경유지에 있는 모든 유닛을 파괴하세요.
AH-94:ah94-quickFlight_mp:smallArms:obj_2:name,A mission objective name,Recon,정찰
AH-94:ah94-quickFlight_mp:smallArms:obj_2:info,Mission objective info.,Fly to the designated area.,지정된 장소로 비행하세요
AH-94:ah94-quickFlight_mp:smallArms:obj_3:name,A mission objective name,Find Targets,목표 찾기
AH-94:ah94-quickFlight_mp:smallArms:obj_3:info,Mission objective info.,Use TADS to get an ID on targets in the area.,TADS를 이용해  목표지점의 적을 식별하세요
AH-94:ah94-quickFlight_mp:smallArms:obj_4:name,A mission objective name,Destroy Radar,레이더 파괴
AH-94:ah94-quickFlight_mp:smallArms:obj_4:info,Mission objective info.,Destroy the radar on the mountain site.,산에 있는 레이더를 파괴하세요
AH-94:ah94-quickFlight_mp:smallArms:obj_5:name,A mission objective name,RTB,귀환
AH-94:ah94-quickFlight_mp:smallArms:obj_5:info,Mission objective info.,Land anywhere at base.,기지 아무곳에나 착륙하세요
ah94-quickFlight_mp:surpriseAttack_name,Name of a mission.,Surprise Attack,기습 공격
ah94-quickFlight_mp:surpriseAttack_description,Description of a mission.,Surprise the enemy with a quick and sneaky attack on their airbase.,적의 공군 기지를 기습 공격 하세요
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_0:name,A mission objective name,Destroy Aircraft,항공기 파괴
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_0:info,Mission objective info.,Wait for bomber to land then destroy the aircraft before they take off!,폭격기가 착륙하는걸 기다리고 항공기가 이륙하기 전 파괴하세요
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_1:name,A mission objective name,RTB,귀환
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_1:info,Mission objective info.,Return to the FARP.,전진기지로 귀환하세요
ah94-quickFlight_mp:Target Practice_name,Name of a mission.,Target Practice,표적 연습
ah94-quickFlight_mp:Target Practice_description,Description of a mission.,Practice using the AH-94's weapons on various targets.,여러가지 표적에 AH-P4의 무기 사용을 연습합니다
AH-94:ah94-quickFlight_mp:Target Practice:obj_0:name,A mission objective name,Beach Targets,해변 목표
AH-94:ah94-quickFlight_mp:Target Practice:obj_0:info,Mission objective info.,Destroy the stationary targets at the beach.,해변에 있는 고정형 목표를 파괴하세요
AH-94:ah94-quickFlight_mp:Target Practice:obj_1:name,A mission objective name,Downtown MAD Targets,MAD 목표를 파괴하세요
AH-94:ah94-quickFlight_mp:Target Practice:obj_1:info,Mission objective info.,Destroy the MAD-4 launchers stationed between the skyscrapers.,마천루 사이에 있는 MAD-4 런처를 파괴하세요
AH-94:ah94-quickFlight_mp:Target Practice:obj_2:name,A mission objective name,Moving Targets 1,이동 목표 1
AH-94:ah94-quickFlight_mp:Target Practice:obj_2:info,Mission objective info.,Destroy the column of tanks driving around the suburbs.,근교에서 이동중인 전차들을 파괴하세요
AH-94:ah94-quickFlight_mp:Target Practice:obj_3:name,A mission objective name,Moving Targets 2,아동 목표 2
AH-94:ah94-quickFlight_mp:Target Practice:obj_3:info,Mission objective info.,Destroy the column of tanks driving around downtown.,도심지에서 이동중인 전타들을 파괴하세요
AH-94:ah94-quickFlight_mp:Target Practice:obj_4:name,A mission objective name,Oil Platform Targets,석유 시추 시설 목표
AH-94:ah94-quickFlight_mp:Target Practice:obj_4:info,Mission objective info.,Neutralize the soldiers occupying the oil platform.,석유 시추 시설을 점거중인 군인들을 제앚하세요
AH-94:ah94-quickFlight_mp:Target Practice:obj_5:name,A mission objective name,Destroy Boats,선박 파괴
AH-94:ah94-quickFlight_mp:Target Practice:obj_5:info,Mission objective info.,Destroy the boats in the channel.,해안선에있는 선박들을 파괴하세요
AH-94:ah94-quickFlight_mp:Target Practice:obj_7:name,A mission objective name,Destroy Air Targets,공중 목표 파괴
AH-94:ah94-quickFlight_mp:Target Practice:obj_7:info,Mission objective info.,Destroy the air targets patrolling the channel.,해안선 근처를 순찰중인 공중 목표를 파괴하세요
ah94-quickFlight_mp_ah94_mpFreeFlight_b0,Text from a mission briefing.,"Free Flight

- No objectives","자유 비행

- 임무 없음"
ah94-quickFlight_mp_arcticAssault_b0,Text from a mission briefing.,"We're in the final stages of the assault on the enemy base.

We have the enemy right where we want them -- a small valley within range of our artillery.","적의 기지를 공격하기 위한 최종 단계 입니다.

현재 적은 아군 포병 사거리 안 작은 계곡에 모여있습니다."
ah94-quickFlight_mp_arcticAssault_b1,Text from a mission briefing.,"We'll begin firing rocket artillery and need you to scout out the enemy position to confirm their destruction.

Your job will be to clean up any targets that remain after the artillery barrage.","로켓 포격 후 정찰을 통해 적의 파괴를 확인해야합니다.

포격 후 남은 잔당을 확인 후 처리하면 됩니다."
ah94-quickFlight_mp_arcticAssault_b2,Text from a mission briefing.,"Once the main enemy battalion has been destroyed, we'll have you scout out and destroy a few other secondary targets to support our ground forces and clear the way for our bombers.",주요 적 대대가 파괴되면 아군 보병과 폭격기가 지나갈수 있게 두번째 목표물을 처리 해주면 됩니다.
ah94-quickFlight_mp_arcticAssault_b3,Text from a mission briefing.,Your role is crucial in this final push towards victory. Good luck!,승리를 위한 마지막 공격에서 당신의 역할이 중요합니다. 행운을 빕니다!
ah94-quickFlight_mp_flightPractice_b0,Text from a mission briefing.,Practice taking off and landing in various locations.,"이륙, 비행 그리고 다양한 장소에 착륙 연습을 합니다"
ah94-quickFlight_mp_flightPractice_b1,Text from a mission briefing.,Just follow each waypoint. Can you make each landing smoother or more efficient than the last?,경유지를 따라 통과하면 됩니다. 좀더 부드럽고 효과적인 착륙을 할수있게 노력합니다.
ah94-quickFlight_mp_flightPractice_b2,Text from a mission briefing.,Finish the mission by landing on the moving cruiser's deck.,이동중인 순양함 갑판 위에 착륙하면 끝납니다
ah94-quickFlight_mp_smallArms_b0,Text from a mission briefing.,"Welcome!

I know you've been itching for a bit of action so I have a few tasks lined up for you today.

Let's get started.","어서오세요!

임무에 나가고 싶어서 몸이 심심한거 같으니 오늘 몇가지 준비 해뒀습니다.

시작해보죠."
ah94-quickFlight_mp_smallArms_b1,Text from a mission briefing.,"A huge mountain range divides us from the enemy territory, so we usually don't get too much activity in the area.

Recently we began spotting small groups passing through and setting up small camps on our side of the ridge.","커다란 산맥이 아군과 적군 사이를 갈라놓아 큰 활동은 없던 곳입니다.

하지만 최근 몇몇 병력들이 산맥을 통과해 아군 능선 쪽으로 캠프를 설치한갈 확인 했습니다."
ah94-quickFlight_mp_smallArms_b2,Text from a mission briefing.,"They appear to be setting up forward operating bases to service their VTOL capable attack aircraft.

They are still early in the preparation stage so we should attack now before they get too fortified.","수직 이륙이 가능한 항공기를 배치하기 위한 작전 기지를 만들려는거 같습니다.

하지만 아직 준비 초기 단계이기에 완전히 요새화 하기 전에 먼저 공격해야합니다."
ah94-quickFlight_mp_smallArms_b3,Text from a mission briefing.,"We currently have positive intel on two camps.  We know where they are, and that they're only equipped with small arms, so this should be a breeze for you.

Their locations are available in the objective data.","현재 캠프 두곳의 정보를 갖고 있습니다. 캠프 위치 정보와 소규모 무장밖에 하지 않았으니 식은죽 먹기 입니다.

캠프 장소는 임무 목표에서 확인할수 있습니다."
ah94-quickFlight_mp_smallArms_b4,Text from a mission briefing.,"After you clear out those sites, there will be one more matter we need to look into.  

We are aware of transport activity in the high mountain region so we'll have you go and perform some recon.  Be sure to bring enough fuel.","해당 임무를 완료 한 후 한가지 더 확인 해야할 것이 있습니다.

산 높은곳으로 수송 작전이 있었으니 확인해봐야 합니다. 연료를 충분히 넣고 가십시오."
ah94-quickFlight_mp_smallArms_b5,Text from a mission briefing.,"Absolutely never go beyond the mountain range and into the plains.

Beyond that point is the enemy territory which is heavily defended by long range air defenses and fighters.","절대로 산맥을 넘어서 적군 영역으로 들어가면 안됩니다.

산맥 너머 적군 지역은 장거리 대공 미사일과 전투기에 보호받고 있습니다."
ah94-quickFlight_mp_smallArms_b6,Text from a mission briefing.,"Summary
 Objectives
 - Destroy all targets at sites A and B
 - Perform recon in the high mountains
 Threats
 - Small arms fire
- MANPADS","요약
 목표
 - A 지점과 B 지점의 모든 목표물 파괴
 - 산 높은곳 정찰
 위협
 - 소규모 무장
- MANPADS"
ah94-quickFlight_mp_surpriseAttack_b0,Text from a mission briefing.,"For this mission, you will need to act quickly and quietly.

The enemy plans to launch several groups of aircraft from their base.

Your objective is to destroy all of these aircraft before they take off.","이번 임무에선 빠르고 조용하게 움직여야 합니다.

적군이 공군 기지에서 항공기를 여렷 출격시킬려고 합니다.

그들이 출격하기 전에 파괴해야 합니다."
ah94-quickFlight_mp_surpriseAttack_b1,Text from a mission briefing.,"You will be taking off from a forward arming and refueling point (FARP) about 30 miles from the target.

Fly low and make your way to the to the airbase undetected.","당신은 목표 지점에서 약 30마일 떨어진 전방 무장 및 주유 지점(FARP)에서 이륙할 것입니다.

낮게 비행하며 발각되지 않도록 공군기지로 가십시오."
ah94-quickFlight_mp_surpriseAttack_b2,Text from a mission briefing.,"A bomber is inbound to land at the airbase.  After it lands, the enemy fighters will begin to take off.  

You will have this window to strike while all aircraft are still on the ground.","폭격기가 공중기지에 착륙하러 접근 중입니다. 착륙한 후에 적 전투기가 이륙하기 시작할 것입니다.  

모든 항공기가 지상에 있을때 공격할 기회가 있을 것입니다."
ah94-quickFlight_mp_surpriseAttack_b3,Text from a mission briefing.,"Beware that if they spot you before you are ready to attack, they may launch preemptively to defend themselves.",만약 공격할 준비가 되기 전에 발각 당한다면 방어를 위해 선제 공격을 할 수 있습니다.
ah94-quickFlight_mp_surpriseAttack_b4,Text from a mission briefing.,"SUMMARY

Primary Targets:
- Landed aircraft

Threats:
- IR guided SAMs
- Small arms fire
- AAA","요약

최우선 목표:
- 착륙한 항공기

위협:
- 열추적 지대공 미사일
- 소구경 무장 사격
- 대공포"
ah94-quickFlight_mp_Target Practice_b0,Text from a mission briefing.,"Practice using the AH-94's weapons on various targets.

Targets will not shoot back so take your time to learn the equipment.

Check the objectives data to find targets.","다양한 목표물에 AH-94의 무기 사용을 연습하세요.

대상은 반격하지 않으니천천히 장비를 익히세요.

목표 데이터를 확인하여 대상을 찾으세요."
:example1_name,Name of a mission.,Dangerous Transport,
:example1_description,Description of a mission.,Example AV-42C scenario.,
AV-42C::example1:obj_0:name,A mission objective name,Pick-up,
AV-42C::example1:obj_0:info,Mission objective info.,Pick up the soldiers at the waypoint.,
AV-42C::example1:obj_1:name,A mission objective name,Drop Off,
AV-42C::example1:obj_1:info,Mission objective info.,Transport the soldiers to the objective waypoint.,
AV-42C::example1:obj_2:name,A mission objective name,CAS,
AV-42C::example1:obj_2:info,Mission objective info.,Destroy the enemy units on the road towards our soldiers.,
AV-42C::example1:obj_3:name,A mission objective name,RTB,
AV-42C::example1:obj_3:info,Mission objective info.,Return to the carrier.,
AV-42C::example1:obj_4:name,A mission objective name,Clear LZ,
AV-42C::example1:obj_4:info,Mission objective info.,Destroy the units in the city by the landing zone.,
:hmap2Test_name,Name of a mission.,Large Map Test,
:hmap2Test_description,Description of a mission.,Strike enemy artillery. This mission is intended to test the performance of a large custom map.,
F/A-26B::hmap2Test:obj_0:name,A mission objective name,Patrol,
F/A-26B::hmap2Test:obj_0:info,Mission objective info.,"Form up with your air group and fly the patrol path, MSN-1",
F/A-26B::hmap2Test:obj_1:name,A mission objective name,Strike,
F/A-26B::hmap2Test:obj_1:info,Mission objective info.,Destroy the five artillery vehicles.,
F/A-26B::hmap2Test:obj_2:name,A mission objective name,RTB,
F/A-26B::hmap2Test:obj_2:info,Mission objective info.,Return to base.,
setting_Interactable Tooltips,The name of a game option.,Interactable Tooltips,툴팁 상호작용 설정
settingDescription_Interactable Tooltips,The description of a game option.,Show names of interactable objects when hovering over them.,상호 작용 가능한 개체를 가리킬 때 이름을 표시합니다.
setting_Unit Icons,The name of a game option.,Unit Icons,유닛 아이콘 설정
settingDescription_Unit Icons,The description of a game option.,Show team-colored icons on units.,팀 색상의 유닛 아이콘을 표시합니다.
setting_Body Physics,The name of a game option.,Body Physics,신체 물리 설정
settingDescription_Body Physics,The description of a game option.,Pilot body is affected by g-forces. Nausea risk.,조종사의 신체가 중력가속도에 영향을 받습니다. 메스꺼움을 느낄수 있습니다.
setting_Experimental Wind,The name of a game option.,Experimental Wind,실험적 바람 설정
settingDescription_Experimental Wind,The description of a game option.,EXPERIMENTAL: Dynamic wind up to 30 knots. Just a test!,실험적 기능: 동적인 바람이 30knots 까지 붑니다. 테스트 중인 기능입니다!
setting_Tree Collisions,The name of a game option.,Tree Collisions,나무 충돌 설정
settingDescription_Tree Collisions,The description of a game option.,Player vehicle can collide with trees.,플레이어의 기체가 나무와 충돌할 수 있습니다.
setting_Tailhook Physics,The name of a game option.,Tailhook Physics,Tailhook 물리 설정
settingDescription_Tailhook Physics,The description of a game option.,"Arrestor hook will collide with surface, bouncing and skipping slightly. Increased difficulty.",어레스팅 후크가 지표면에 부딫히는 것을 시뮬레이션 합니다. 튕겨지고 살짝 빗나갈 수 있습니다. 난이도를 상승시킵니다.
setting_Persistent S-Cam,The name of a game option.,Persistent S-Cam,관전 카메라 유지 설정
settingDescription_Persistent S-Cam,The description of a game option.,"Start each mission with the spectator camera enabled, if it was enabled on the previous flight.",관전 카메라가 이전 비행에서 활성화되어 있었다면 다음 임무에서도 관전 카메라를 활성화 합니다.
setting_Bobblehead,The name of a game option.,Bobblehead,피규어 설정
settingDescription_Bobblehead,The description of a game option.,Show the BD bobblehead in the cockpit.,BD 피규어를 조종석에 표시합니다.
setting_Thumbstick Mode,The name of a game option.,Thumbstick Mode,조이스틱 모드 설정
settingDescription_Thumbstick Mode,The description of a game option.,Use controller thumbstick instead of touch-pad.,터치패드 대신 컨트롤러 조이스틱을 사용합니다.
setting_Thumb Control Rudder,The name of a game option.,Thumb Control Rudder,방향타 엄지 제어 설정
settingDescription_Thumb Control Rudder,The description of a game option.,Use throttle thumb control for rudder instead of joystick-twist.,컨트롤러를 비트는 대신 조이스틱 컨트롤을 사용합니다.
setting_Hardware Control Rudder,The name of a game option.,Hardware Control Rudder,하드웨어 제어 방향타 설정
settingDescription_Hardware Control Rudder,The description of a game option.,Use hardware (rudder pedals) for rudder. Overrides other settings.,하드웨어(러더 페달)를 사용해 방향타를 제어합니다. 다른 설정을 덮어씁니다.
setting_Toggle Grip,The name of a game option.,Toggle Grip,그립 토글 설정
settingDescription_Toggle Grip,The description of a game option.,Allow toggling throttle/joystick grip by tapping grip button. Holding grip button still allows releasing after letting go.,그립 버튼을 짧게 눌러 쓰로틀/조이스틱 잡기를 고정 합니다. 그립 버튼을 길게 눌러 잡고 놓는 방식도 여전히 사용할수 있습니다.
setting_Flight Control Haptics,The name of a game option.,Flight Control Haptics,조종 컨트롤 햅틱 설정
